customer_id,member_since,age,gender,postal_code,city,county,loyalty_tier,email_consent,mobile_app_user,preferred_language,household_size,estimated_income
COOP_000071,2024-11-14,19,F,9096,Egileid,Fredrikstad,Platinum,False,True,NO,3,631504.0288569903
COOP_000072,2017-09-05,59,M,1744,Mathisen,Stavanger,Bronze,True,True,NO,3,664630.6582002862
COOP_000073,2017-12-22,23,F,6346,Kennethbø,Stavanger,Bronze,True,False,NO,2,584449.369634971
COOP_000074,2017-01-29,18,F,4939,Bøe,Bergen,Bronze,False,False,NO,1,395105.63964485575
COOP_000075,2019-12-08,52,F,1478,Amundsen,Tromsø,Gold,False,False,NO,1,787020.1142612803
COOP_000076,2017-12-28,54,F,3012,Tonestrøm,Sarpsborg,Gold,True,False,NO,2,356331.3416576941
COOP_000077,2020-01-10,18,F,0530,Berge,Oslo,Bronze,False,True,NO,5,497272.9773938037
COOP_000078,2021-07-13,31,F,7038,Bøe,Sandnes,Gold,True,True,EN,2,593041.1891836447
COOP_000079,2016-01-28,52,F,4992,Stinehelle,Sarpsborg,Bronze,True,False,NO,3,787454.6190934803
COOP_000080,2024-09-19,52,M,2036,Lund,Fredrikstad,Silver,True,True,NO,3,600049.3157930423
COOP_000081,2022-05-02,29,M,7705,Kimø,Bergen,Bronze,True,True,NO,3,996429.5392232459
COOP_000082,2024-12-08,27,M,2525,Eliassen,Skien,Platinum,True,True,NO,3,447960.7619209138
COOP_000083,2018-04-14,46,F,2092,Ceciliesjøen,Tromsø,Bronze,True,False,NO,1,658864.9935848038
COOP_000084,2023-12-07,40,M,3061,Adrianfoss,Stavanger,Bronze,False,False,NO,3,479457.78299058345
COOP_000085,2016-01-22,36,M,7421,Hannevær,Stavanger,Gold,True,True,NO,4,529989.8713162683
COOP_000086,2023-11-28,44,M,4891,Petterstad,Oslo,Silver,True,False,NO,3,671112.6041624201
COOP_000087,2019-09-19,60,M,8512,Eivindsjøen,Skien,Bronze,True,True,SE,1,445267.59575269715
COOP_000088,2023-12-08,33,F,8923,Solberg,Oslo,Bronze,True,True,NO,4,525319.6512925456
COOP_000089,2022-10-29,38,F,5646,Hagen,Tromsø,Silver,True,False,NO,3,231385.28885047394
COOP_000090,2025-04-03,36,F,3527,Jacobsen,Stavanger,Bronze,False,False,NO,2,14769.205096017686
COOP_000091,2019-06-27,28,M,1728,Sørensen,Bergen,Gold,True,True,NO,1,812840.5665135435
COOP_000092,2017-04-26,80,M,6947,Wencheberg,Kristiansand,Bronze,True,True,NO,2,572350.8050350486
COOP_000093,2024-02-03,55,F,3919,Madsen,Stavanger,Platinum,True,True,NO,1,616639.496722906
COOP_000094,2019-01-17,65,F,4388,Nygård,Trondheim,Silver,True,False,NO,2,665487.9337794496
COOP_000095,2018-03-20,34,F,9675,Lailasjøen,Stavanger,Silver,True,True,NO,2,338730.805545466
COOP_000096,2016-01-27,59,F,5764,Maritvik,Oslo,Silver,True,False,NO,2,545356.262404514
COOP_000097,2019-12-25,54,M,6558,Abrahamsen,Skien,Silver,True,True,NO,5,369974.5005397586
COOP_000098,2015-08-28,47,M,4405,Bakke,Oslo,Silver,True,False,NO,1,403244.0833577452
COOP_000099,2022-01-22,31,F,0301,Anettesand,Bergen,Silver,True,True,EN,2,413554.9153765042
COOP_000100,2016-08-30,50,M,4189,Saranes,Fredrikstad,Gold,True,False,NO,2,194541.78857733286
COOP_000101,2021-04-01,31,F,8522,Mortenfjord,Sandnes,Silver,False,True,SE,1,347247.30915755
COOP_000102,2019-06-30,18,F,7163,Mathisen,Trondheim,Silver,True,True,NO,2,531415.9031889162
COOP_000103,2017-11-05,39,M,3065,Johnsen,Oslo,Silver,False,True,NO,1,586378.063841878
COOP_000104,2017-02-26,40,F,1554,Olsen,Oslo,Bronze,False,True,NO,3,451165.23670356954
COOP_000105,2017-07-30,50,F,3204,Vidarhavn,Sandnes,Gold,True,False,EN,3,641587.8617925735
COOP_000106,2021-08-18,40,F,7043,Rasmussen,Skien,Silver,False,True,NO,2,568308.0901754507
COOP_000107,2018-01-02,50,M,5995,Marenhelle,Tromsø,Platinum,False,True,EN,4,461909.58733507316
COOP_000108,2019-02-25,59,M,8939,Johannessen,Tromsø,Bronze,True,True,NO,2,472593.2907673939
COOP_000109,2021-04-10,41,M,2233,Dahl,Oslo,Silver,True,False,NO,2,570247.7081229533
COOP_000110,2020-07-30,41,M,5757,Eriksen,Bergen,Bronze,False,True,EN,4,699378.6293077741
COOP_000111,2018-02-04,37,M,9319,Stinesund,Sarpsborg,Silver,True,True,NO,2,761402.1160278369
COOP_000112,2021-11-28,71,M,3715,Kristinvær,Tromsø,Bronze,True,True,NO,1,575271.4239122476
COOP_000113,2017-09-29,44,M,2437,Mettevær,Tromsø,Bronze,False,False,NO,3,585132.2098804781
COOP_000114,2024-12-20,57,F,2826,Larssund,Sandnes,Platinum,True,False,NO,3,581141.9032342096
COOP_000115,2023-06-09,21,M,1677,Håkonø,Skien,Bronze,False,False,NO,3,561094.4446110352
COOP_000116,2022-04-04,46,F,6526,Dahl,Oslo,Bronze,True,False,NO,1,325024.46330146835
COOP_000117,2023-04-15,36,M,0089,Jonasvåg,Sarpsborg,Silver,True,True,EN,2,644939.7726633266
COOP_000118,2017-09-18,53,F,4887,Hansberg,Bergen,Silver,True,True,NO,2,712541.4480858207
COOP_000119,2017-08-22,37,F,6348,Mariborg,Tromsø,Gold,True,False,NO,3,583568.1927458348
COOP_000120,2023-10-04,61,F,0714,Olsen,Tromsø,Gold,True,False,EN,4,569884.9101947179
COOP_000121,2021-09-16,52,F,0454,Aas,Fredrikstad,Bronze,False,False,NO,4,678616.8897576109
COOP_000122,2017-04-02,48,M,7956,Jensen,Bergen,Gold,True,True,NO,3,527129.2967342356
COOP_000123,2025-03-23,45,M,7804,Kennethsund,Tromsø,Gold,True,True,NO,2,563493.4222190185
COOP_000124,2024-04-26,39,M,3944,Ingeborgsjøen,Kristiansand,Bronze,False,False,NO,2,716108.264250807
COOP_000125,2021-10-15,39,F,8825,Eliås,Oslo,Bronze,True,False,SE,3,576195.8904051742
COOP_000126,2020-06-08,75,F,6745,Haugen,Sandnes,Bronze,False,True,NO,2,439018.8585304919
COOP_000127,2022-01-18,55,M,7167,Henrikfoss,Sarpsborg,Bronze,False,False,NO,1,542795.5703928735
COOP_000128,2017-11-30,61,M,5473,Ahmed,Oslo,Platinum,True,False,EN,4,746581.573703832
COOP_000129,2021-11-29,18,M,1088,Olegrunn,Fredrikstad,Bronze,True,True,NO,2,464999.58812348417
COOP_000130,2016-08-13,43,F,6306,Engen,Sarpsborg,Gold,False,False,NO,4,717594.3747382192
COOP_000131,2015-10-28,30,M,8305,Robertodden,Skien,Silver,False,True,NO,1,598486.8644363469
COOP_000132,2020-06-29,34,M,5146,Simonsen,Sarpsborg,Bronze,True,True,NO,2,820141.0649366223
COOP_000133,2018-11-02,74,M,2609,Paulsen,Fredrikstad,Bronze,True,False,NO,1,492240.9607210741
COOP_000134,2019-04-10,30,M,7769,Paulsen,Sarpsborg,Silver,True,True,NO,2,542843.296578703
COOP_000135,2022-06-02,45,F,1170,Toresund,Oslo,Gold,True,True,SE,2,432928.89905119844
COOP_000136,2016-09-04,58,M,7190,Cathrinevik,Oslo,Platinum,True,False,NO,3,632878.6127887578
COOP_000137,2022-11-01,21,F,8010,Elisestrøm,Tromsø,Gold,False,True,NO,1,679169.1503437902
COOP_000138,2015-08-16,46,F,4513,Eivindbø,Skien,Silver,True,True,NO,4,692521.8206498248
COOP_000139,2024-11-06,70,M,8279,Audberg,Trondheim,Bronze,False,True,NO,4,711262.4231553945
COOP_000140,2016-10-26,44,F,1662,Ingridhelle,Bergen,Silver,True,True,NO,1,871340.5537917796
COOP_000141,2015-06-30,24,M,7732,Tomø,Oslo,Gold,True,False,NO,4,478873.85253551445
COOP_000142,2022-09-27,65,F,7348,Pålfjell,Tromsø,Silver,True,True,NO,2,663618.3623975562
COOP_000143,2019-04-03,67,F,9515,Haugen,Sandnes,Bronze,True,False,NO,3,796075.5089331907
COOP_000144,2023-06-11,65,M,3855,Sindrevær,Tromsø,Silver,True,False,NO,3,666552.4143635933
COOP_000145,2020-07-15,34,M,3792,Elisehamn,Fredrikstad,Gold,True,True,NO,3,528694.2209838419
COOP_000146,2017-04-25,39,F,0052,Hegeeid,Bergen,Gold,True,True,NO,2,382049.51580607845
COOP_000147,2018-08-23,33,F,6399,Ali,Fredrikstad,Bronze,True,True,NO,2,435977.6091613118
COOP_000148,2021-07-21,54,F,8524,Abrahamsen,Fredrikstad,Bronze,True,False,NO,2,341200.54942179844
COOP_000149,2025-04-19,50,F,3311,Knudsen,Fredrikstad,Bronze,True,True,NO,3,614506.2470786604
COOP_000150,2016-05-01,43,F,1613,Pålhelle,Kristiansand,Bronze,True,False,NO,2,394756.7703201801
COOP_000151,2017-05-08,21,F,8661,Irenegrunn,Sandnes,Silver,True,True,NO,4,625514.3623902816
COOP_000152,2017-09-26,54,F,1681,Berg,Oslo,Gold,True,True,SE,2,391987.6655239516
COOP_000153,2016-07-24,43,M,6958,Ingridstrøm,Skien,Gold,True,True,EN,3,545980.8480046504
COOP_000154,2022-01-29,28,F,2549,Rasmussen,Kristiansand,Silver,True,True,NO,3,650261.1941413548
COOP_000155,2024-12-19,57,F,3413,Mariavik,Sarpsborg,Bronze,True,True,NO,4,490251.86409640574
COOP_000156,2020-01-14,43,F,9666,Sivertsen,Sarpsborg,Bronze,False,True,NO,3,665172.0879214596
COOP_000157,2021-04-26,61,F,0260,Edvardsen,Kristiansand,Bronze,True,True,NO,2,330694.60427471716
COOP_000158,2023-12-04,45,M,0436,Pålgrunn,Skien,Gold,True,True,SE,4,515140.13402492926
COOP_000159,2016-02-12,20,M,3070,Thomassen,Sandnes,Gold,False,False,NO,1,575645.6457352329
COOP_000160,2016-10-08,41,F,8087,Sivertsen,Stavanger,Platinum,True,True,NO,2,608812.6794551304
COOP_000161,2016-02-27,30,F,4497,Berge,Trondheim,Silver,True,False,NO,5,384461.60241763433
COOP_000162,2016-03-11,46,M,9011,Petterø,Skien,Gold,True,True,NO,1,747160.363715421
COOP_000163,2017-02-02,42,M,5953,Pedersen,Fredrikstad,Silver,True,False,SE,3,669431.3212678782
COOP_000164,2019-08-16,45,M,9343,Terjehavn,Sarpsborg,Silver,True,True,EN,4,556088.7536805824
COOP_000165,2020-08-19,20,M,9112,Hagen,Tromsø,Gold,True,False,NO,3,606260.7872024167
COOP_000166,2024-05-25,78,M,0169,Arnesen,Trondheim,Gold,True,True,NO,2,364326.85838693264
COOP_000167,2025-01-21,34,F,0907,Sørensen,Sarpsborg,Bronze,True,True,SE,1,453550.2664778682
COOP_000168,2016-12-11,32,M,5941,Einareid,Sandnes,Gold,True,True,NO,3,795867.5208166101
COOP_000169,2016-11-30,55,F,1308,Hanssen,Stavanger,Bronze,False,True,NO,2,508980.3630317764
COOP_000170,2016-12-20,36,F,0016,Ivarfoss,Bergen,Silver,True,False,NO,3,520369.7161454548
COOP_000171,2018-01-12,28,M,2255,Hagen,Fredrikstad,Silver,False,False,NO,4,659946.2768892222
COOP_000172,2024-02-02,34,F,1635,Olasand,Stavanger,Platinum,True,False,NO,2,541634.6383513442
COOP_000173,2022-12-19,63,M,3739,Ellingsen,Tromsø,Gold,False,True,NO,1,504985.9058143924
COOP_000174,2017-04-19,63,F,3624,Ragnhildhamn,Fredrikstad,Bronze,False,False,NO,3,571257.5370459857
COOP_000175,2019-06-15,40,M,4121,Danielsen,Sarpsborg,Bronze,False,True,NO,2,488826.5370897184
COOP_000176,2024-06-08,77,F,8514,Monicafjell,Trondheim,Gold,True,True,NO,3,380282.0469021355
COOP_000177,2016-01-27,58,F,1151,Vildestrand,Tromsø,Silver,False,True,NO,4,205903.54899496218
COOP_000178,2024-10-28,38,F,0736,Monavik,Bergen,Silver,False,True,EN,5,468433.08501649904
COOP_000179,2024-10-18,80,F,3747,Livø,Stavanger,Silver,True,True,NO,1,504978.9573411263
COOP_000180,2022-07-24,45,F,2238,Jonasbø,Stavanger,Silver,True,False,NO,3,629453.9131535096
COOP_000181,2015-08-17,30,M,1486,Kristinehelle,Trondheim,Bronze,True,True,NO,3,612578.5696573847
COOP_000182,2023-02-12,36,M,2576,Hansen,Kristiansand,Bronze,True,True,NO,1,288852.7213947439
COOP_000183,2023-05-22,47,F,9346,Gretemark,Sandnes,Bronze,True,False,NO,4,550456.9030230122
COOP_000184,2022-09-14,38,F,6908,Danielsen,Trondheim,Bronze,True,False,NO,4,749061.71530205
COOP_000185,2024-03-04,44,M,1526,Thomassen,Fredrikstad,Gold,True,False,NO,3,523852.9442447878
COOP_000186,2022-05-29,59,F,7417,Kjetilborg,Kristiansand,Gold,False,True,NO,3,475934.4133377251
COOP_000187,2022-08-08,62,M,7975,Jakobsen,Skien,Bronze,False,True,NO,4,526220.5640459545
COOP_000188,2024-01-25,60,M,1770,Gundersen,Skien,Gold,False,False,NO,3,598157.8499998245
COOP_000189,2024-01-23,21,F,9245,Lindasand,Skien,Bronze,False,False,NO,2,488991.5375430124
COOP_000190,2021-07-14,22,F,5927,Kristiansen,Sandnes,Silver,True,False,NO,3,508640.9121299011
COOP_000191,2017-08-27,39,M,8544,Gunnarsjøen,Tromsø,Bronze,True,True,NO,5,577702.0458797363
COOP_000192,2020-11-03,35,M,6565,Thorgrunn,Kristiansand,Silver,False,True,NO,1,729179.7811759666
COOP_000193,2023-07-11,54,M,6462,Karolinesand,Bergen,Bronze,True,True,NO,5,746673.8329477158
COOP_000194,2020-11-25,59,M,2505,Andreasby,Stavanger,Bronze,False,False,NO,4,542071.006856305
COOP_000195,2023-07-12,53,M,9558,Ali,Oslo,Platinum,True,True,NO,2,710876.1005964703
COOP_000196,2025-03-09,53,M,7894,Strøm,Kristiansand,Silver,True,True,SE,3,572154.8987840165
COOP_000197,2017-01-05,56,M,8963,Berg,Bergen,Silver,True,False,NO,3,495970.96080850787
COOP_000198,2019-06-08,61,M,8825,Åseø,Bergen,Bronze,True,True,SE,2,430090.8885757847
COOP_000199,2018-07-26,38,M,0816,Kjetiløy,Kristiansand,Silver,True,True,NO,3,408977.662834493
COOP_000200,2024-05-15,49,F,5410,Iversen,Tromsø,Silver,True,True,NO,5,685034.2988372854
COOP_000201,2017-10-08,41,F,3661,Lien,Sarpsborg,Silver,False,False,NO,2,422421.93186860497
COOP_000202,2019-08-23,49,M,0928,Eliassen,Skien,Gold,False,True,NO,4,768221.5967487614
COOP_000203,2016-06-28,61,F,5074,Moen,Fredrikstad,Gold,False,True,NO,4,667604.9770697656
COOP_000204,2024-06-23,48,M,8778,Asbjørndal,Kristiansand,Bronze,True,True,NO,1,689888.6247809635
COOP_000205,2017-09-26,23,F,7451,Lien,Trondheim,Bronze,True,True,NO,3,300808.0760083349
COOP_000206,2022-02-18,60,M,6407,Pettersen,Trondheim,Silver,True,True,NO,4,638879.0423801774
COOP_000207,2017-11-18,59,F,6138,Sondreby,Stavanger,Bronze,False,True,NO,1,652305.167506589
COOP_000208,2020-01-12,54,F,8583,Frodesjøen,Fredrikstad,Silver,True,False,NO,1,654737.4870666724
COOP_000209,2021-09-03,62,M,8970,Aune,Sarpsborg,Platinum,True,True,SE,1,504366.4178242279
COOP_000210,2021-05-21,55,F,5933,Elsestad,Fredrikstad,Silver,True,False,NO,2,801332.1090316728
COOP_000211,2016-02-09,52,M,1202,Karindal,Kristiansand,Gold,True,True,EN,5,470094.87405071326
COOP_000212,2024-03-27,40,F,7038,Larsstrøm,Sarpsborg,Platinum,True,True,NO,2,400103.0863524794
COOP_000213,2022-04-30,50,M,4096,Markusmark,Fredrikstad,Silver,False,True,NO,4,516833.03570672474
COOP_000214,2016-05-09,46,F,8075,Hanssen,Kristiansand,Silver,True,True,EN,1,476652.77688562626
COOP_000215,2020-01-06,48,F,1190,Halvorsen,Sandnes,Bronze,False,False,NO,2,563099.6586873113
COOP_000216,2017-10-31,32,M,9049,Eide,Trondheim,Platinum,True,True,NO,1,641621.4750632163
COOP_000217,2023-02-28,33,F,2435,Nilsen,Sandnes,Silver,False,True,NO,3,428462.13444784284
COOP_000218,2024-10-18,48,F,7603,Christianøy,Fredrikstad,Gold,True,True,NO,2,764398.6394069282
COOP_000219,2017-03-22,69,M,5354,Trondhavn,Tromsø,Bronze,True,False,NO,2,510863.16008243046
COOP_000220,2023-11-02,57,F,3407,Magnushelle,Stavanger,Gold,True,True,EN,4,495592.6465630105
COOP_000221,2015-06-20,39,M,8799,Knudsen,Skien,Gold,True,True,NO,2,626712.3251394931
COOP_000222,2023-08-06,33,F,1592,Lineborg,Sandnes,Silver,False,True,NO,5,322579.626984517
COOP_000223,2020-03-30,46,M,4380,Bøe,Sarpsborg,Silver,True,False,NO,5,334258.303252395
COOP_000224,2022-05-19,26,F,6009,Maritfoss,Bergen,Bronze,False,False,NO,5,567658.1826071366
COOP_000225,2023-04-21,39,M,2643,Berg,Kristiansand,Gold,False,True,NO,5,489452.7305137005
COOP_000226,2024-06-20,32,F,8592,Solheim,Sandnes,Bronze,False,True,SE,5,721357.7715961188
COOP_000227,2017-10-28,32,F,4097,Olavmark,Trondheim,Silver,False,False,NO,4,604531.891103104
COOP_000228,2018-11-26,50,F,0134,Annesjøen,Bergen,Bronze,False,False,EN,3,505689.7884791456
COOP_000229,2018-09-27,28,F,8423,Nygård,Skien,Bronze,True,True,NO,2,424026.2128821749
COOP_000230,2020-06-19,48,M,0926,Synnøvesund,Sarpsborg,Silver,True,False,NO,4,613221.0174813855
COOP_000231,2015-11-19,37,M,1283,Annaborg,Tromsø,Bronze,True,False,NO,4,594596.4468521264
COOP_000232,2017-05-14,58,F,2298,Egilstrand,Sarpsborg,Bronze,True,True,NO,2,348103.0479629877
COOP_000233,2017-06-05,50,M,4754,Haug,Sarpsborg,Gold,True,True,EN,3,583010.4449450079
COOP_000234,2021-08-12,30,M,2149,Annfjord,Fredrikstad,Bronze,True,True,NO,4,572520.4174557077
COOP_000235,2018-03-23,39,M,0348,Adrianfoss,Skien,Platinum,True,False,SE,4,547540.1835616317
COOP_000236,2016-03-31,57,F,8919,Andresen,Sarpsborg,Bronze,False,True,EN,1,624281.9429686167
COOP_000237,2025-03-08,50,M,5840,Hansen,Sarpsborg,Bronze,True,True,NO,2,825727.5515192684
COOP_000238,2018-06-19,60,M,7557,Karolinesjøen,Stavanger,Gold,False,True,NO,5,420407.3167868791
COOP_000239,2024-10-11,53,F,8895,Kristoffersen,Trondheim,Bronze,False,True,NO,2,887933.0323329625
COOP_000240,2019-09-05,44,F,9568,Antonsen,Sarpsborg,Platinum,True,False,EN,3,321770.8519911531
COOP_000241,2022-07-19,18,M,8465,Mariushamn,Sarpsborg,Bronze,True,True,EN,2,651681.2979296362
COOP_000242,2025-02-19,53,F,9928,Kariø,Stavanger,Bronze,True,False,SE,3,729948.8013787852
COOP_000243,2019-11-21,45,F,5246,Rolfstad,Fredrikstad,Gold,True,True,NO,5,804257.656064613
COOP_000244,2021-12-01,42,M,1098,Hansborg,Oslo,Silver,True,True,NO,3,311079.5800971271
COOP_000245,2017-05-28,62,M,2183,Hansen,Tromsø,Bronze,True,True,NO,3,568167.6997505808
COOP_000246,2016-03-30,18,F,4839,Alexandervåg,Sarpsborg,Gold,True,False,NO,4,567253.9118721125
COOP_000247,2017-11-12,38,F,2528,Johnsen,Trondheim,Silver,False,True,NO,4,560394.1090823334
COOP_000248,2016-10-04,50,M,7620,Runesund,Oslo,Gold,False,False,NO,3,665334.604483671
COOP_000249,2018-09-10,47,F,2624,Magneø,Bergen,Silver,False,False,NO,3,457784.07022646227
COOP_000250,2016-08-16,58,M,5701,Paulsen,Trondheim,Bronze,False,False,NO,2,567087.9442151155
COOP_000251,2019-06-16,43,F,0485,Bakken,Fredrikstad,Bronze,True,True,NO,4,552827.4434417272
COOP_000252,2020-12-19,64,F,4079,Lisesand,Bergen,Bronze,True,True,NO,3,567530.407351167
COOP_000253,2021-12-21,18,F,0463,Mikkelsen,Sarpsborg,Bronze,True,False,NO,1,659897.4041093624
