product_id,product_name,category,subcategory,price,brand,organic,local_producer,seasonal,weight_kg,launch_date
PROD_000101,Porro Qui,Sesongvarer,Påske,133.72,Madsen Gruppen,False,False,False,,2022-05-28
PROD_000102,Iusto Assumenda,Sesongvarer,Jul,162.99,"Aas, Arnesen og Moen",False,False,False,,2022-11-24
PROD_000103,Ratione Aut,Sesongvarer,Sommer,82.08,Ødegård-Thomassen,False,False,False,,2023-08-30
PROD_000104,Delectus Explicabo,Helse og skjønnhet,Apotek,13.38,Næss RFH,False,False,False,,2023-05-26
PROD_000105,Ut Velit,Helse og skjønnhet,Kosmetikk,273.34,Andresen Gruppen,False,False,False,,2025-05-09
PROD_000106,Veritatis A,Helse og skjønnhet,Personlig pleie,473.36,Holm & co.,False,True,False,,2021-11-05
PROD_000107,Quo Magnam,Helse og skjønnhet,Personlig pleie,133.17,Birkeland-Moe,False,False,False,,2022-09-23
PROD_000108,Qui Exercitationem,Hjem og fritid,Rengjøring,906.18,Eriksen-Bakken ASA,False,False,False,,2025-02-06
PROD_000109,Rerum Architecto,Hjem og fritid,Tekstil,233.33,Thorsen Gruppen,False,False,False,,2024-04-08
PROD_000110,Iste Quidem,Helse og skjønnhet,Kosmetikk,70.27,Birkeland-Helland ASA,False,True,False,,2023-12-03
PROD_000111,Totam Esse,Helse og skjønnhet,Kosmetikk,364.03,Tangen RFH,False,False,False,,2022-02-10
PROD_000112,Quis Eligendi,Dagligvarer,Tørrvarer,25.78,Nielsen ASA,False,True,False,0.36621846904944366,2024-08-21
PROD_000113,Cumque Nisi,Helse og skjønnhet,Personlig pleie,476.08,Hanssen-Sæther,False,False,False,,2020-10-14
PROD_000114,Esse Ad,Sesongvarer,Tilbake til skolen,81.85,Arnesen og Sønner,True,False,False,,2022-08-09
PROD_000115,Quidem Illo,Helse og skjønnhet,Apotek,411.9,"Pedersen, Myklebust og Nguyen",False,False,False,,2025-02-02
PROD_000116,Numquam Fuga,Dagligvarer,Frosne varer,197.19,Engen-Johannessen,False,False,False,2.5893102688533634,2025-03-23
PROD_000117,Libero Perspiciatis,Dagligvarer,Kjøtt og fisk,131.92,Holm Gruppen,False,False,False,1.6659275677860794,2023-02-02
PROD_000118,Quod Facere,Helse og skjønnhet,Personlig pleie,339.74,Christensen og Sønner,False,False,False,,2020-10-23
PROD_000119,Suscipit A,Dagligvarer,Kjøtt og fisk,94.47,Hauge-Karlsen,False,True,False,4.4158560251254135,2021-07-13
PROD_000120,Cumque Esse,Dagligvarer,Drikke,160.25,Mikkelsen BA,False,False,False,3.939867026782239,2023-11-13
PROD_000121,Architecto Omnis,Sesongvarer,Jul,328.31,Madsen-Lien & co.,False,False,False,,2021-08-06
PROD_000122,Unde Quia,Sesongvarer,Sommer,186.84,Isaksen-Næss,False,True,False,,2020-12-09
PROD_000123,Ullam Labore,Sesongvarer,Jul,185.09,Haugen & co.,False,False,False,,2021-09-21
PROD_000124,Dignissimos Corrupti,Hjem og fritid,Tekstil,143.22,Berge BA,False,False,False,,2024-01-26
PROD_000125,Recusandae Explicabo,Helse og skjønnhet,Apotek,363.37,Sæther-Birkeland,False,False,False,,2023-07-25
PROD_000126,Et Aliquid,Sesongvarer,Sommer,285.18,Abrahamsen AS,True,False,False,,2020-11-12
PROD_000127,Hic Possimus,Dagligvarer,Meieri og egg,160.38,Nygård-Sæther,False,False,False,3.8215385147679934,2021-12-21
PROD_000128,Nemo Cupiditate,Helse og skjønnhet,Kosmetikk,368.34,Berntsen-Bakken AS,False,True,False,,2020-11-07
PROD_000129,Tenetur Iure,Dagligvarer,Meieri og egg,55.54,"Andresen, Eliassen og Aune",False,True,False,3.9181156261111845,2021-12-19
PROD_000130,Minus Nobis,Dagligvarer,Kjøtt og fisk,134.71,Haug ASA,False,False,False,1.9712316260673735,2024-05-02
PROD_000131,Culpa Assumenda,Sesongvarer,Tilbake til skolen,310.23,Madsen & co.,False,False,False,,2022-04-30
PROD_000132,Ipsam Porro,Sesongvarer,Tilbake til skolen,312.22,Isaksen Gruppen,False,True,False,,2021-05-03
PROD_000133,Eligendi Ab,Helse og skjønnhet,Kosmetikk,176.89,"Svendsen, Myklebust og Næss",False,False,False,,2024-02-09
PROD_000134,Nisi Dolorem,Hjem og fritid,Rengjøring,1491.44,Bakken ASA,False,False,False,,2024-10-08
PROD_000135,Pariatur A,Sesongvarer,Tilbake til skolen,297.45,Lund-Mikkelsen og Sønner,False,False,False,,2025-01-28
PROD_000136,Eos Aut,Hjem og fritid,Sport og fritid,209.78,"Jenssen, Lie og Sandvik",False,True,False,,2021-05-19
PROD_000137,Dolores Magnam,Helse og skjønnhet,Kosmetikk,12.71,Nygård AS,False,True,False,,2025-03-16
PROD_000138,Molestiae Exercitationem,Sesongvarer,Tilbake til skolen,374.62,Paulsen & co.,False,False,False,,2023-07-24
PROD_000139,Quam Illo,Dagligvarer,Brød og bakervarer,187.2,"Eide, Kristoffersen og Paulsen",False,False,False,2.811561949144729,2024-03-13
PROD_000140,Ipsa Voluptatibus,Sesongvarer,Tilbake til skolen,480.33,Tangen Gruppen,True,False,False,,2022-11-04
PROD_000141,Consequatur Repudiandae,Dagligvarer,Kjøtt og fisk,198.32,Næss-Brekke,False,False,False,2.9267905443057325,2022-10-26
PROD_000142,Adipisci In,Sesongvarer,Tilbake til skolen,179.32,Berg RFH,False,False,False,,2022-07-27
PROD_000143,Doloribus Et,Hjem og fritid,Sport og fritid,1416.05,"Olsen, Karlsen og Jakobsen",False,False,False,,2024-03-06
PROD_000144,Accusamus Exercitationem,Sesongvarer,Jul,87.21,"Jensen, Lund og Pedersen",False,False,False,,2023-10-31
PROD_000145,Consequatur Exercitationem,Dagligvarer,Frukt og grønt,50.89,Helland Gruppen,False,True,False,1.747490463308313,2025-02-08
PROD_000146,Saepe Dicta,Hjem og fritid,Rengjøring,635.61,Halvorsen og Sønner,False,False,False,,2022-11-24
PROD_000147,Iste Maiores,Helse og skjønnhet,Kosmetikk,205.86,Berg BA,False,True,False,,2024-06-27
PROD_000148,Non Necessitatibus,Helse og skjønnhet,Apotek,20.67,Paulsen-Jørgensen,False,False,False,,2023-10-20
PROD_000149,Cumque Nihil,Hjem og fritid,Sport og fritid,206.65,Aasen-Moe,False,True,False,,2024-03-02
PROD_000150,Fugiat Perspiciatis,Hjem og fritid,Rengjøring,204.32,Johnsen BA,False,False,False,,2022-06-04
PROD_000151,Expedita Corrupti,Dagligvarer,Meieri og egg,106.39,"Halvorsen, Karlsen og Abrahamsen",False,False,False,0.5463273563051488,2021-01-03
PROD_000152,Magnam Porro,Helse og skjønnhet,Personlig pleie,76.38,Paulsen-Sæther,True,True,False,,2024-11-11
PROD_000153,Cupiditate Alias,Hjem og fritid,Sport og fritid,578.13,Eide-Johannessen,True,False,False,,2020-08-02
PROD_000154,Ipsam Adipisci,Hjem og fritid,Sport og fritid,1185.34,Nygård-Sandvik,False,False,False,,2024-01-06
PROD_000155,Atque Ipsam,Dagligvarer,Meieri og egg,5.39,Olsen-Larsen og Sønner,False,False,False,1.14477102754553,2021-11-01
PROD_000156,Reprehenderit Similique,Hjem og fritid,Elektronikk,126.04,Thorsen-Rønning RFH,False,False,False,,2021-01-30
PROD_000157,Expedita Consequuntur,Hjem og fritid,Tekstil,253.61,Strand-Olsen,True,False,False,,2024-01-10
PROD_000158,Quibusdam Vel,Dagligvarer,Frosne varer,60.55,Pedersen-Ellingsen,False,False,False,0.20616029836100952,2021-09-07
PROD_000159,Omnis Repellat,Dagligvarer,Brød og bakervarer,68.41,Strand-Strøm,False,False,False,1.536224190243792,2023-08-21
PROD_000160,Voluptatum Distinctio,Hjem og fritid,Elektronikk,592.98,Pedersen-Evensen,False,False,False,,2021-05-12
PROD_000161,Voluptatem Reprehenderit,Helse og skjønnhet,Apotek,223.18,Thomassen AS,True,True,False,,2022-12-30
PROD_000162,Adipisci At,Sesongvarer,Påske,58.42,"Jacobsen, Fredriksen og Johansen",True,False,False,,2022-02-16
PROD_000163,Tenetur Illo,Hjem og fritid,Tekstil,208.61,Iversen RFH,False,False,False,,2021-05-17
PROD_000164,Ex Voluptatum,Dagligvarer,Meieri og egg,102.1,Simonsen AS,False,False,False,1.8774654572382246,2021-11-05
PROD_000165,Asperiores Veniam,Dagligvarer,Meieri og egg,134.55,Andersen RFH,False,False,False,0.7351668167451704,2021-09-18
PROD_000166,Laborum Modi,Sesongvarer,Sommer,394.72,Engen-Haugland AS,False,False,False,,2022-04-29
PROD_000167,Exercitationem Autem,Sesongvarer,Jul,151.57,"Henriksen, Ali og Andreassen",False,True,False,,2020-09-26
PROD_000168,Unde Voluptatum,Dagligvarer,Kjøtt og fisk,110.59,Abrahamsen-Bakke Gruppen,False,False,False,0.6576196986910668,2023-12-22
PROD_000169,Laudantium Deleniti,Sesongvarer,Tilbake til skolen,397.47,Martinsen-Aas Gruppen,True,True,False,,2021-05-20
PROD_000170,Animi Excepturi,Sesongvarer,Sommer,471.56,Rønning ASA,False,True,False,,2023-10-31
PROD_000171,Expedita Minus,Sesongvarer,Påske,158.77,Madsen & co.,True,False,False,,2024-05-24
PROD_000172,Expedita Illum,Sesongvarer,Tilbake til skolen,401.28,Myklebust & co.,False,False,False,,2022-06-06
PROD_000173,Delectus Illum,Dagligvarer,Meieri og egg,28.37,Haug-Aune,False,True,False,2.4389657009474215,2023-11-12
PROD_000174,Eius Reiciendis,Sesongvarer,Sommer,281.06,Haugen-Edvardsen,False,True,False,,2021-06-14
PROD_000175,Officiis Labore,Dagligvarer,Frosne varer,50.07,Knutsen og Sønner,False,False,False,1.4758135343131873,2021-06-03
PROD_000176,Quibusdam At,Dagligvarer,Drikke,20.67,Solberg Gruppen,False,False,False,0.6778804222589344,2021-06-06
PROD_000177,Repellendus Facere,Hjem og fritid,Elektronikk,1024.71,Johannessen og Sønner,False,False,False,,2020-11-06
PROD_000178,Unde Aliquid,Hjem og fritid,Tekstil,1071.63,Haug og Sønner,False,True,False,,2024-11-12
PROD_000179,Minus Eos,Dagligvarer,Frukt og grønt,142.39,Henriksen & co.,False,False,False,2.4433814051950886,2021-09-23
PROD_000180,Dolores Ipsam,Hjem og fritid,Tekstil,204.17,Evensen og Sønner,False,False,False,,2023-06-11
PROD_000181,Magni Perspiciatis,Sesongvarer,Jul,45.16,Johnsen RFH,False,False,False,,2021-07-04
PROD_000182,Sit Blanditiis,Dagligvarer,Frukt og grønt,121.38,Karlsen Gruppen,False,True,False,0.4370722095011922,2021-01-30
PROD_000183,Quisquam Labore,Sesongvarer,Jul,424.84,Nguyen & co.,False,True,False,,2021-10-12
PROD_000184,Pariatur Veniam,Dagligvarer,Meieri og egg,47.95,Bakke ASA,False,False,False,0.3816985600782179,2023-07-13
PROD_000185,Atque Laboriosam,Hjem og fritid,Rengjøring,849.73,Simonsen-Kristoffersen,False,False,False,,2023-03-06
PROD_000186,Fuga Animi,Sesongvarer,Sommer,109.55,Haugen-Mathisen ASA,True,False,False,,2023-06-14
PROD_000187,Beatae Illum,Dagligvarer,Kjøtt og fisk,174.64,Eliassen-Knudsen BA,False,False,False,0.30786341955906366,2021-07-13
PROD_000188,Occaecati Nostrum,Dagligvarer,Drikke,42.28,Andreassen-Jørgensen Gruppen,True,False,False,3.750077234171439,2022-05-23
PROD_000189,Quae Eum,Sesongvarer,Påske,124.4,Næss-Thomassen,False,False,False,,2021-11-04
PROD_000190,Minima Porro,Dagligvarer,Tørrvarer,57.62,Johansen-Hagen,False,False,False,3.1126025795415457,2021-04-02
PROD_000191,Repellendus Velit,Hjem og fritid,Rengjøring,227.77,"Moen, Mathisen og Johansen",True,True,False,,2024-10-24
PROD_000192,Veritatis Necessitatibus,Sesongvarer,Sommer,192.11,Svendsen RFH,False,False,False,,2023-08-04
PROD_000193,Cum Dicta,Dagligvarer,Frukt og grønt,39.44,Moen AS,False,False,False,4.511371926372294,2020-10-07
PROD_000194,Ipsam Facilis,Dagligvarer,Brød og bakervarer,152.12,Lund Gruppen,False,True,False,1.5611601423627406,2022-07-24
PROD_000195,Cumque Laborum,Hjem og fritid,Tekstil,130.79,Næss-Karlsen AS,False,False,False,,2020-08-09
PROD_000196,Ipsa Eius,Hjem og fritid,Sport og fritid,1450.02,Haugland ASA,False,False,False,,2022-06-15
PROD_000197,Odit Sed,Dagligvarer,Brød og bakervarer,125.77,Pedersen BA,False,False,False,1.568714836604857,2021-08-17
PROD_000198,Dicta Libero,Helse og skjønnhet,Personlig pleie,29.31,Hagen-Jensen,True,False,False,,2024-08-03
PROD_000199,Similique Architecto,Dagligvarer,Tørrvarer,144.83,Solberg-Evensen,False,False,False,0.25281905453120646,2020-10-13
PROD_000200,Ipsum Unde,Sesongvarer,Påske,259.97,Næss-Engen,True,True,False,,2023-09-21
PROD_000201,Aspernatur Vitae,Sesongvarer,Påske,47.74,Antonsen RFH,False,False,False,,2024-08-31
PROD_000202,At Odit,Sesongvarer,Tilbake til skolen,442.92,Eliassen-Andersen,False,False,False,,2024-08-03
PROD_000203,Cumque Minima,Helse og skjønnhet,Kosmetikk,331.37,Arnesen ASA,False,False,False,,2021-04-20
PROD_000204,A Fugit,Sesongvarer,Jul,11.95,"Halvorsen, Knutsen og Henriksen",True,False,False,,2023-08-12
PROD_000205,Sapiente Eum,Sesongvarer,Tilbake til skolen,122.51,Ødegård Gruppen,False,False,False,,2021-11-27
PROD_000206,Dolores Adipisci,Dagligvarer,Frosne varer,28.04,Iversen-Eriksen,False,False,False,1.6127477389654974,2023-05-25
PROD_000207,Magni Enim,Sesongvarer,Tilbake til skolen,260.51,Bøe AS,False,False,False,,2022-03-17
PROD_000208,Maiores Magni,Dagligvarer,Frosne varer,18.51,Lunde-Solberg,False,True,False,1.1112179543421403,2020-08-27
PROD_000209,Consectetur Itaque,Dagligvarer,Frosne varer,162.96,Johnsen-Nielsen og Sønner,False,False,False,1.5656636291128616,2021-09-10
PROD_000210,Sint Porro,Dagligvarer,Frukt og grønt,16.87,Hanssen AS,True,False,False,2.697516893944169,2022-08-04
PROD_000211,Sit Minima,Sesongvarer,Jul,56.61,Johansen RFH,False,False,False,,2023-11-11
PROD_000212,Veritatis Pariatur,Helse og skjønnhet,Personlig pleie,271.94,Kristensen-Haug RFH,True,True,False,,2024-04-23
PROD_000213,Omnis Quo,Hjem og fritid,Elektronikk,933.68,Rasmussen RFH,False,False,False,,2024-03-12
PROD_000214,Delectus Totam,Helse og skjønnhet,Apotek,181.58,Ellingsen-Nguyen og Sønner,True,True,False,,2021-07-04
PROD_000215,Temporibus Quam,Dagligvarer,Snacks og godteri,18.51,Engen Gruppen,False,False,False,3.614494566317401,2022-03-13
PROD_000216,Praesentium Saepe,Sesongvarer,Tilbake til skolen,430.36,Sæther-Andersen og Sønner,False,False,False,,2022-08-10
PROD_000217,Repellat Saepe,Hjem og fritid,Sport og fritid,1493.29,Lien BA,False,False,False,,2021-01-09
PROD_000218,Quod Magnam,Helse og skjønnhet,Apotek,499.07,Johansen Gruppen,False,False,False,,2023-06-21
