customer_id,recency,frequency,monetary,avg_order_value,loyalty_tier,age,household_size,days_since_first_purchase,purchase_frequency_per_month,customer_lifetime_value,cluster,cluster_gmm,final_cluster,segment_name,historical_clv,avg_days_between_purchases,purchase_acceleration,seasonal_spend_variance,seasonal_frequency_variance,customer_tenure_days,days_since_last_purchase,lifecycle_stage,lifecycle_stage_encoded,predicted_clv,vip_score,is_vip
CUST_012980,158,20,7374.9,368.745,0,0.0,0.0,359,1.6713091922005572,1841.8029944528969,0,0,0,Frequent Buyers,147498.0,7.9,0.12658227848101264,1131.855041646235,3.6514837167011076,,,,0,154788.07129999998,-0.6109210390410347,True
CUST_013001,4,339,9818.82,28.964070796460177,0,0.0,0.0,327,31.10091743119266,4832.5931503208085,0,0,0,Frequent Buyers,3328579.98,0.011799410029498525,84.75,2108.581953201409,79.30689335318421,,,,0,4201593.622599999,-0.6068038857117903,True
CUST_013018,16,458,7277.7,15.890174672489083,0,0.0,0.0,296,46.41891891891892,3993.4909170491687,0,0,0,Frequent Buyers,3333186.6,0.034934497816593885,28.625,791.9639293764163,52.65295180076169,,,,0,3363262.0357,-0.5871388871443437,True
CUST_013027,114,26,6912.0,265.84615384615387,0,0.0,0.0,355,2.197183098591549,1880.8739065294133,0,0,0,Frequent Buyers,179712.0,4.384615384615385,0.22807017543859648,1122.2833866720116,3.3166247903554003,,,,0,183803.41979999992,-0.5803534641973835,True
CUST_013078,3,358,12627.94,35.27357541899441,0,0.0,0.0,367,29.26430517711172,5596.711271321917,0,0,0,Frequent Buyers,4520802.5200000005,0.008379888268156424,119.33333333333333,1380.5895960180683,14.93318452306808,,,,0,4850815.147700001,-0.6470509604486521,True
CUST_013081,12,1024,28337.38,27.67322265625,0,0.0,0.0,371,82.8032345013477,13856.028631955296,0,0,0,Frequent Buyers,29017477.12,0.01171875,85.33333333333333,3452.2732845908945,91.66606060405708,,,,0,23380113.076599956,-0.794502340505845,True
CUST_013089,3,1818,58825.83,32.35744224422442,0,0.0,0.0,370,147.4054054054054,31283.44761767299,0,0,0,Frequent Buyers,106945358.94,0.0016501650165016502,606.0,2792.568219021993,67.72739475278819,,,,0,113209359.79819998,-0.8402775695357882,True
CUST_013090,9,155,8910.82,57.48916129032258,0,0.0,0.0,373,12.466487935656836,3433.3912056284557,0,0,0,Frequent Buyers,1381177.0999999999,0.05806451612903226,17.22222222222222,1870.644794030479,33.944808144987356,,,,0,1450094.0276999974,-0.5669805601774025,True
CUST_013097,33,423,6010.42,14.209030732860521,0,0.0,0.0,360,35.25,2578.009936714341,0,0,0,Frequent Buyers,2542407.66,0.07801418439716312,12.818181818181818,573.9653363226737,55.918839997505906,,,,0,2534430.9441999975,-0.5684879165538088,True
CUST_013098,1,572,28882.44,50.49377622377622,0,0.0,0.0,317,54.13249211356467,15852.995729479597,0,0,0,Frequent Buyers,16520755.68,0.0017482517482517483,572.0,4315.476267342922,85.11560765609717,,,,0,17315026.951000012,-0.7690837240345555,True
CUST_013113,1,200,12245.96,61.2298,0,0.0,0.0,366,16.393442622950822,5078.313757471262,0,0,0,Frequent Buyers,2449192.0,0.005,200.0,2094.557866933577,25.49509756796392,,,,0,2801229.4087999994,-0.610227906573617,True
CUST_013135,197,1,3096.0,3096.0,0,0.0,0.0,197,0.15228426395939088,1647.0084205574324,0,0,0,Frequent Buyers,3096.0,197.0,0.005076142131979695,0.0,0.0,,,,0,5535.4092,-0.6547307114318737,True
CUST_013137,11,704,3650.41,5.185241477272727,0,0.0,0.0,309,68.3495145631068,1997.4572611331178,0,0,0,Frequent Buyers,2569888.6399999997,0.015625,64.0,639.9137853062708,111.01051001294127,,,,0,2536112.6954,-0.6194867054799178,True
CUST_013199,4,119,9817.12,82.49680672268909,0,0.0,0.0,367,9.727520435967303,3755.2301944553465,0,0,0,Frequent Buyers,1168237.28,0.03361344537815126,29.75,2290.3863925547585,23.357725345875043,,,,0,1454804.4638,-0.5772256846376356,True
CUST_013230,4,611,2806.97,4.5940589198036,0,0.0,0.0,365,50.21917808219178,1271.3975044971621,0,0,0,Frequent Buyers,1715058.67,0.006546644844517185,152.75,227.0749004733901,40.5,,,,0,1776901.3450999982,-0.5841877118448493,True
CUST_013263,1,1677,7454.07,4.444883720930233,0,0.0,0.0,325,154.79999999999998,4430.377432950882,0,0,0,Frequent Buyers,12500475.389999999,0.0005963029218843172,1677.0,552.6844248076836,100.49004925862063,,,,0,62345238.83069999,-0.7832936199440851,True
CUST_013319,5,476,10845.55,22.784768907563024,0,0.0,0.0,366,39.016393442622956,4956.460374063852,0,0,0,Frequent Buyers,5162481.8,0.01050420168067227,95.19999999999999,1562.8506172456152,43.764521399569006,,,,0,5494804.856400005,-0.6604754229297211,True
CUST_013340,45,134,10736.48,80.12298507462687,0,0.0,0.0,277,14.512635379061374,5176.780040121172,0,0,0,Frequent Buyers,1438688.3199999998,0.3358208955223881,2.9777777777777774,2024.1090872858938,20.256686138984662,,,,0,1503645.5472999974,-0.5886728048944359,True
CUST_013408,2,478,28117.04,58.82225941422595,0,0.0,0.0,374,38.342245989304814,12772.5375304242,0,0,0,Frequent Buyers,13439945.120000001,0.0041841004184100415,239.00000000000003,2841.6041659245925,29.501412395567325,,,,0,11444541.898699997,-0.7521024031563849,True
CUST_013458,7,382,9646.57,25.252801047120418,0,0.0,0.0,360,31.833333333333332,4341.541858481261,0,0,0,Frequent Buyers,3684989.7399999998,0.01832460732984293,54.57142857142858,922.8431874150307,30.072135496724094,,,,0,3748157.4190000035,-0.6075402965990123,True
CUST_013488,17,422,8968.31,21.25191943127962,0,0.0,0.0,367,34.495912806539515,3922.8551775898854,0,0,0,Frequent Buyers,3784626.82,0.04028436018957346,24.823529411764707,735.7201636661863,30.75169372029233,,,,0,3774628.9303999967,-0.6044062074374947,True
CUST_013668,3,470,6363.59,13.539553191489363,0,0.0,0.0,363,38.84297520661157,2909.003224348298,0,0,0,Frequent Buyers,2990887.3000000003,0.006382978723404255,156.66666666666669,634.3263381664572,45.80029111988991,,,,0,2918097.462400003,-0.5938850433332156,True
CUST_013694,4,568,65039.62,114.50637323943663,0,0.0,0.0,374,45.56149732620321,30119.61217220581,0,0,0,Frequent Buyers,36942504.160000004,0.007042253521126761,142.0,788.3225673753954,12.110601416389967,,,,0,31317878.022499982,-0.8068494520570514,True
CUST_013767,2,368,17220.36,46.79445652173913,0,0.0,0.0,374,29.518716577540108,7554.626503074518,0,0,0,Frequent Buyers,6337092.48,0.005434782608695652,184.0,2031.8528210314184,29.154759474226502,,,,0,5892824.346200005,-0.6934520749289823,True
CUST_013777,1,197,25977.16,131.86375634517768,0,0.0,0.0,373,15.84450402144772,10630.941407992454,0,0,0,Frequent Buyers,5117500.52,0.005076142131979695,197.00000000000003,8965.009486505485,35.2550232827418,,,,0,5608058.100499993,-0.7216936373703154,True
CUST_013798,1,349,37153.85,106.4580229226361,0,0.0,0.0,372,28.14516129032258,16402.552728811672,0,0,0,Frequent Buyers,12966693.65,0.0028653295128939827,349.0,2459.029439899341,28.546745290254485,,,,0,12412694.328299997,-0.7608030015247884,True
CUST_013881,4,178,17159.52,96.40179775280899,0,0.0,0.0,312,17.115384615384613,8223.577822307583,0,0,0,Frequent Buyers,3054394.56,0.02247191011235955,44.5,2397.6442943161246,20.024984394500787,,,,0,3252296.072600001,-0.6726461554397792,True
CUST_013969,7,626,9053.94,14.463162939297126,0,0.0,0.0,365,51.45205479452055,4253.79540758802,0,0,0,Frequent Buyers,5667766.44,0.011182108626198083,89.42857142857143,2194.510885861965,107.4569681314339,,,,0,6132913.592800005,-0.6815986577725291,True
CUST_013985,4,349,7060.13,20.229598853868197,0,0.0,0.0,264,39.65909090909091,4311.12971543941,0,0,0,Frequent Buyers,2463985.37,0.011461318051575931,87.25,1398.8941327914465,65.63218214666745,,,,0,2500189.0542000015,-0.5682197933883497,True
CUST_014031,7,250,17286.86,69.14744,0,0.0,0.0,372,20.161290322580644,7201.116925588763,0,0,0,Frequent Buyers,4321715.0,0.028,35.714285714285715,2896.7655665184,31.39532873958587,,,,0,4384491.9539,-0.6596281861509122,True
CUST_014049,17,488,5681.72,11.642868852459017,0,0.0,0.0,318,46.0377358490566,2897.5835630933175,0,0,0,Frequent Buyers,2772679.3600000003,0.03483606557377049,28.705882352941178,982.3969767868791,78.49840762716146,,,,0,2796775.4555000043,-0.5909254822201115,True
CUST_014051,1,210,15610.39,74.33519047619048,0,0.0,0.0,367,17.166212534059948,6516.78519958038,0,0,0,Frequent Buyers,3278181.9,0.004761904761904762,209.99999999999997,2858.8344519212137,41.39645717530266,,,,0,4002903.8893,-0.6465496316758447,True
CUST_014056,1,1106,8214.65,7.427350813743218,0,0.0,0.0,284,116.83098591549296,5364.235779360286,0,0,0,Frequent Buyers,9085402.9,0.0009041591320072332,1106.0,422.23380082406163,34.95234851432257,,,,0,32906602.490400042,-0.7623792739027688,True
CUST_014062,10,111,10464.85,94.27792792792793,0,0.0,0.0,364,9.148351648351648,3959.6993074631123,0,0,0,Frequent Buyers,1161598.35,0.09009009009009009,11.1,1033.2835397693768,11.324751652906125,,,,0,1164584.6276999994,-0.596502471068826,True
CUST_014085,2,450,4448.54,9.885644444444445,0,0.0,0.0,369,36.58536585365854,1970.7555402015114,0,0,0,Frequent Buyers,2001843.0,0.0044444444444444444,225.0,962.5209565683925,70.92014288385681,,,,0,2015740.4919000003,-0.5614738617030336,True
CUST_014088,10,589,50491.81,85.7246349745331,0,0.0,0.0,322,54.87577639751553,26941.390260793327,0,0,0,Frequent Buyers,29739676.09,0.01697792869269949,58.9,8320.505604943228,98.12364648748029,,,,0,24932211.96599999,-0.7960049241727494,True
CUST_014096,4,5111,65164.79,12.749909998043435,0,0.0,0.0,102,1503.235294117647,138917.89661147317,0,0,0,Frequent Buyers,333057241.69,0.000782625709254549,1277.75,32945.0878139071,2362.4437559442554,,,,0,300780076.5660995,-0.8535755713997316,True
CUST_014156,10,1400,117379.63,83.84259285714286,0,0.0,0.0,372,112.90322580645162,59644.658327309444,0,0,0,Frequent Buyers,164331482.0,0.007142857142857143,140.0,17305.070200621118,158.58751527153706,,,,0,132451660.74110003,-0.857047719558123,True
CUST_014159,20,1204,4693.01,3.8978488372093025,0,0.0,0.0,363,99.50413223140497,2286.3121391687864,0,0,0,Frequent Buyers,5650384.04,0.016611295681063124,60.199999999999996,655.1565503691974,173.90993837807736,,,,0,5386867.270500007,-0.7198933982103647,True
CUST_014194,5,579,11349.52,19.601934369602763,0,0.0,0.0,308,56.39610389610389,6324.318087372804,0,0,0,Frequent Buyers,6571372.08,0.008635578583765112,115.8,1179.180090854093,47.422744191649926,,,,0,6973289.882200005,-0.6898632920829515,True
CUST_014258,9,111,12669.98,114.14396396396396,0,0.0,0.0,338,9.852071005917159,5195.094177591126,0,0,0,Frequent Buyers,1406367.78,0.08108108108108109,12.333333333333332,1692.8797746936038,16.700798384109266,,,,0,1466433.5322000002,-0.6171759318847108,True
CUST_014298,8,1637,51527.3,31.476664630421503,0,0.0,0.0,360,136.41666666666666,27567.72903826416,0,0,0,Frequent Buyers,84350190.10000001,0.004886988393402566,204.625,2984.1323821227047,117.64742524452741,,,,0,78530468.22299996,-0.8334829461026347,True
CUST_014367,8,524,9261.52,17.67465648854962,0,0.0,0.0,276,56.95652173913044,5652.282006358195,0,0,0,Frequent Buyers,4853036.48,0.015267175572519083,65.5,589.1604452099613,34.72751070837067,,,,0,6544064.883500001,-0.6664711874438645,True
CUST_014415,1,590,5900.28,10.000474576271186,0,0.0,0.0,360,49.166666666666664,2800.364082710456,0,0,0,Frequent Buyers,3481165.1999999997,0.001694915254237288,590.0,1013.7964364046003,100.56672743341441,,,,0,4223706.443099999,-0.6247349236029769,True
CUST_014456,5,970,3062.4,3.1571134020618556,0,0.0,0.0,142,204.92957746478874,3890.9694446465705,0,0,0,Frequent Buyers,2970528.0,0.005154639175257732,194.0,435.6343457534081,137.17871555019022,,,,0,2851078.0018,-0.6598599131017715,True
CUST_014502,20,624,2470.67,3.9594070512820516,0,0.0,0.0,313,59.808306709265175,1267.690002805079,0,0,0,Frequent Buyers,1541698.08,0.03205128205128205,31.200000000000003,507.47378069380756,135.75222527335112,,,,0,1742865.5778000003,-0.5870722460142744,True
CUST_014505,17,799,5905.64,7.391289111389237,0,0.0,0.0,362,66.21546961325967,2793.3710837814924,0,0,0,Frequent Buyers,4718606.36,0.02127659574468085,47.0,828.0020005209326,142.0806695742481,,,,0,4434402.213799998,-0.6594310285144972,True
CUST_014527,3,972,8508.82,8.753930041152262,0,0.0,0.0,369,79.02439024390243,4183.788791426015,0,0,0,Frequent Buyers,8270573.04,0.0030864197530864196,324.0,1004.0570247583884,96.1977130705299,,,,0,8758858.399699997,-0.7250469856095105,True
CUST_014534,3,519,4447.05,8.56849710982659,0,0.0,0.0,319,48.808777429467085,2325.357047650258,0,0,0,Frequent Buyers,2308018.95,0.005780346820809248,173.0,273.8335214900957,11.870832602082578,,,,0,2262127.7889999975,-0.5803489289455745,True
CUST_014606,1,2700,12156.65,4.502462962962963,0,0.0,0.0,373,217.15817694369971,6640.678822110964,0,0,0,Frequent Buyers,32822955.0,0.00037037037037037035,2700.0,782.8353091327702,104.5593930102249,,,,0,100263481.8638,-0.8069626761725055,True
CUST_014607,16,86,16569.5,192.66860465116278,0,0.0,0.0,261,9.88505747126437,8446.740871825188,0,0,0,Frequent Buyers,1424977.0,0.18604651162790697,5.375,11016.370097495817,56.568542494923804,,,,0,3643101.0211,-0.663282888814688,True
CUST_014646,2,2076,280206.02,134.97399807321773,0,0.0,0.0,355,175.43661971830986,158041.8899777142,0,0,0,Frequent Buyers,581707697.52,0.0009633911368015414,1038.0,12010.020888631565,62.57262447215501,,,,0,484783194.2988994,-0.8687238758364081,True
CUST_014667,11,573,9241.2,16.127748691099477,0,0.0,0.0,368,46.711956521739125,4229.648009470449,0,0,0,Frequent Buyers,5295207.600000001,0.019197207678883072,52.090909090909086,1367.221221187949,87.6826664740529,,,,0,5374305.374200007,-0.6630384534706432,True
CUST_014680,25,258,28754.11,111.45003875968993,0,0.0,0.0,372,20.806451612903224,11677.486347117243,0,0,0,Frequent Buyers,7418560.38,0.09689922480620156,10.32,3567.1097107824326,31.775252424908707,,,,0,6889379.975999995,-0.7404891666638619,True
CUST_014733,16,202,9585.91,47.455,0,0.0,0.0,368,16.467391304347824,3830.927196224963,0,0,0,Frequent Buyers,1936353.82,0.07920792079207921,12.625,2032.4269179214457,36.96394639825858,,,,0,1947605.891799997,-0.5923148089045528,True
CUST_014769,3,1090,10674.75,9.79334862385321,0,0.0,0.0,358,91.34078212290503,5500.376246944676,0,0,0,Frequent Buyers,11635477.5,0.0027522935779816515,363.3333333333333,1567.635694549279,169.7341057850975,,,,0,10941767.1052,-0.754681172448231,True
CUST_014796,1,1141,8022.49,7.031104294478528,0,0.0,0.0,367,93.26975476839237,4049.3552113318174,0,0,0,Frequent Buyers,9153661.09,0.0008764241893076249,1141.0,598.9835689663505,53.82920520807765,,,,0,32778687.807400007,-0.7608333971612308,True
CUST_014849,22,388,7930.54,20.439536082474227,0,0.0,0.0,374,31.122994652406415,3328.3054221835423,0,0,0,Frequent Buyers,3077049.52,0.05670103092783505,17.636363636363637,807.1805695340624,43.01162633521314,,,,0,3120194.2563999984,-0.5817619238389289,True
CUST_014866,11,99,14389.9,145.35252525252525,0,0.0,0.0,366,8.114754098360656,5349.866048406552,0,0,0,Frequent Buyers,1424600.0999999999,0.1111111111111111,9.0,700.3326982227795,2.1213203435596424,,,,0,1541943.4810999983,-0.630147582445331,True
CUST_014895,8,498,11138.71,22.3668875502008,0,0.0,0.0,290,51.51724137931035,6442.32200767762,0,0,0,Frequent Buyers,5547077.579999999,0.01606425702811245,62.25000000000001,486.10583322118936,22.278539748675932,,,,0,5528410.486599999,-0.6677578536917356,True
CUST_014911,1,5675,143825.06,25.343622907488985,0,0.0,0.0,373,456.43431635388737,85174.95483360838,0,0,0,Frequent Buyers,816207215.5,0.0001762114537444934,5675.0,18370.21116034235,749.21531173177,,,,0,632317737.5847,-0.8657900077420666,True
CUST_014936,34,364,8137.02,22.35445054945055,0,0.0,0.0,276,39.56521739130435,4520.783537483221,0,0,0,Frequent Buyers,2961875.2800000003,0.09340659340659341,10.705882352941176,736.7311337025648,37.73592452822641,,,,0,3098853.761399997,-0.5856173723482999,True
CUST_015005,16,1119,6316.57,5.6448346738159065,0,0.0,0.0,366,91.72131147540985,3077.549531896954,0,0,0,Frequent Buyers,7068241.83,0.014298480786416443,69.9375,592.9287897308299,101.75255934537142,,,,0,4994351.078399999,-0.7202302589093356,True
CUST_015023,3,562,6802.76,12.104555160142349,0,0.0,0.0,369,45.6910569105691,3128.488885637205,0,0,0,Frequent Buyers,3823151.12,0.005338078291814947,187.33333333333331,378.75235832049054,41.99603155854928,,,,0,3540398.6385000027,-0.614781376155114,True
CUST_015039,10,1502,19914.44,13.25861517976032,0,0.0,0.0,369,122.11382113821138,10213.994583644764,0,0,0,Frequent Buyers,29911488.88,0.006657789613848202,150.20000000000002,2494.3064001441367,117.33001889258065,,,,0,51519459.9908,-0.8004374424783214,True
CUST_015044,19,453,7700.23,16.99830022075055,0,0.0,0.0,362,37.5414364640884,3420.5324778584413,0,0,0,Frequent Buyers,3488204.19,0.04194260485651214,23.842105263157894,1638.9936550899154,105.446273839651,,,,0,3441297.133899999,-0.5852287295337396,True
CUST_015061,4,403,54534.14,135.32044665012407,0,0.0,0.0,372,32.5,24383.77993781087,0,0,0,Frequent Buyers,21977258.419999998,0.009925558312655087,100.75,13582.749841760075,68.55836929215863,,,,0,19765366.08600002,-0.7901026885390302,True
CUST_015078,7,440,9743.11,22.14343181818182,0,0.0,0.0,369,35.77235772357724,4349.956392797872,0,0,0,Frequent Buyers,4286968.4,0.015909090909090907,62.85714285714286,887.8516630374319,34.813790371058424,,,,0,4217689.0239999965,-0.6229793239729028,True
CUST_015098,182,3,39916.5,13305.5,0,0.0,0.0,182,0.4945054945054945,18771.927643774772,0,0,0,Frequent Buyers,119749.5,60.666666666666664,0.016483516483516484,0.0,0.0,,,,0,435182.1913,-0.7523511123520281,True
